cell_name	gene_name	tissue_type	gene_id
Schwalie et al.Nature.P3	Ecm2	Adipose tissue	ENSMUSG00000043631
Schwalie et al.Nature.P2	Usp3	Adipose tissue	ENSMUSG00000032376
Stem cell	Sdc1	Adipose tissue	ENSMUSG00000020592
Schwalie et al.Nature.P1	Fhl1	Adipose tissue	ENSMUSG00000023092
Schwalie et al.Nature.G2	Nr2f2	Adipose tissue	ENSMUSG00000030551
Schwalie et al.Nature.G3	Abi3bp	Adipose tissue	ENSMUSG00000035258
Schwalie et al.Nature.G4	Il6ra	Adipose tissue	ENSMUSG00000027947
Schwalie et al.Nature.G3	Mgst3	Adipose tissue	ENSMUSG00000026688
Schwalie et al.Nature.G3	Sra1	Adipose tissue	ENSMUSG00000006050
Schwalie et al.Nature.P2	Lpl	Adipose tissue	ENSMUSG00000015568
Schwalie et al.Nature.G4	Il17ra	Adipose tissue	ENSMUSG00000002897
Schwalie et al.Nature.P3	Abcg1	Adipose tissue	ENSMUSG00000024030
Schwalie et al.Nature.P3	Apod	Adipose tissue	ENSMUSG00000022548
Schwalie et al.Nature.G3	Olfml3	Adipose tissue	ENSMUSG00000027848
Schwalie et al.Nature.G2	Ednra	Adipose tissue	ENSMUSG00000031616
Schwalie et al.Nature.G1	Pi16	Adipose tissue	ENSMUSG00000024011
Schwalie et al.Nature.G3	Tmem176b	Adipose tissue	ENSMUSG00000029810
Schwalie et al.Nature.G4	Psme2	Adipose tissue	ENSMUSG00000079197
Schwalie et al.Nature.P1	Rps19	Adipose tissue	ENSMUSG00000040952
Schwalie et al.Nature.G4	Rpl32	Adipose tissue	ENSMUSG00000057841
Schwalie et al.Nature.G1	Galnt15	Adipose tissue	ENSMUSG00000021903
Schwalie et al.Nature.P1	Rpl14	Adipose tissue	ENSMUSG00000025794
Schwalie et al.Nature.G1	S100a11	Adipose tissue	ENSMUSG00000027907
Schwalie et al.Nature.P3	Susd2	Adipose tissue	ENSMUSG00000006342
Schwalie et al.Nature.G2	Col13a1	Adipose tissue	ENSMUSG00000058806
Schwalie et al.Nature.G4	Tgfbr2	Adipose tissue	ENSMUSG00000032440
Schwalie et al.Nature.G3	Cd81	Adipose tissue	ENSMUSG00000037706
Schwalie et al.Nature.G1	Pcolce2	Adipose tissue	ENSMUSG00000015354
Schwalie et al.Nature.G3	Bri3	Adipose tissue	ENSMUSG00000047843
Schwalie et al.Nature.P1	Dbn1	Adipose tissue	ENSMUSG00000034675
Schwalie et al.Nature.G2	Egflam	Adipose tissue	ENSMUSG00000042961
Schwalie et al.Nature.P2	Col4a1	Adipose tissue	ENSMUSG00000031502
Schwalie et al.Nature.P2	Col15a1	Adipose tissue	ENSMUSG00000028339
Schwalie et al.Nature.G1	Aif1l	Adipose tissue	ENSMUSG00000001864
Schwalie et al.Nature.P2	Col18a1	Adipose tissue	ENSMUSG00000001435
Schwalie et al.Nature.G2	Col15a1	Adipose tissue	ENSMUSG00000028339
Schwalie et al.Nature.P3	Ntn1	Adipose tissue	ENSMUSG00000020902
Schwalie et al.Nature.G2	Rcn1	Adipose tissue	ENSMUSG00000005973
Schwalie et al.Nature.G4	Plscr2	Adipose tissue	ENSMUSG00000032372
Schwalie et al.Nature.G1	Heg1	Adipose tissue	ENSMUSG00000075254
Schwalie et al.Nature.G4	Bmp8a	Adipose tissue	ENSMUSG00000032726
Schwalie et al.Nature.G1	Cox7a2l	Adipose tissue	ENSMUSG00000024248
Schwalie et al.Nature.G3	H3f3b	Adipose tissue	ENSMUSG00000016559
Schwalie et al.Nature.G2		Adipose tissue	
Schwalie et al.Nature.P2	H2-Q4	Adipose tissue	ENSMUSG00000035929
Schwalie et al.Nature.G1	Tshz2	Adipose tissue	ENSMUSG00000047907
Schwalie et al.Nature.G2	Epas1	Adipose tissue	ENSMUSG00000024140
Schwalie et al.Nature.P2	Egr1	Adipose tissue	ENSMUSG00000038418
Schwalie et al.Nature.P1	Rpl18a	Adipose tissue	ENSMUSG00000045128
Schwalie et al.Nature.G4	Rtp4	Adipose tissue	ENSMUSG00000033355
Schwalie et al.Nature.G4	Anxa3	Adipose tissue	ENSMUSG00000029484
Schwalie et al.Nature.G1	Gstm1	Adipose tissue	ENSMUSG00000058135
Schwalie et al.Nature.G4	Anxa1	Adipose tissue	ENSMUSG00000024659
Schwalie et al.Nature.P2	Egr2	Adipose tissue	ENSMUSG00000037868
Schwalie et al.Nature.P1	Sfrp4	Adipose tissue	ENSMUSG00000021319
Schwalie et al.Nature.P3	Olfml3	Adipose tissue	ENSMUSG00000027848
Schwalie et al.Nature.G4	Usp18	Adipose tissue	ENSMUSG00000030107
Schwalie et al.Nature.P3	Gsn	Adipose tissue	ENSMUSG00000026879
Schwalie et al.Nature.G3	Cygb	Adipose tissue	ENSMUSG00000020810
Schwalie et al.Nature.P2	Cyth3	Adipose tissue	ENSMUSG00000018001
Schwalie et al.Nature.G2	Psap	Adipose tissue	ENSMUSG00000004207
Schwalie et al.Nature.P1	Col14a1	Adipose tissue	ENSMUSG00000022371
Schwalie et al.Nature.P3	Gm36535	Adipose tissue	ENSMUSG00000105376
Schwalie et al.Nature.P2	Ror2	Adipose tissue	ENSMUSG00000021464
Schwalie et al.Nature.P2	Ivns1abp	Adipose tissue	ENSMUSG00000023150
Schwalie et al.Nature.G2	Siva1	Adipose tissue	ENSMUSG00000064326
Schwalie et al.Nature.P3	Cpz	Adipose tissue	ENSMUSG00000036596
Schwalie et al.Nature.G4	Samhd1	Adipose tissue	ENSMUSG00000027639
Schwalie et al.Nature.G4	Pnp	Adipose tissue	ENSMUSG00000115338
Immune cell	Il2	Adipose tissue	ENSMUSG00000027720
Schwalie et al.Nature.G2	Ptprs	Adipose tissue	ENSMUSG00000013236
Stem cell	Cd24a	Adipose tissue	ENSMUSG00000047139
Schwalie et al.Nature.G1	Nenf	Adipose tissue	ENSMUSG00000037499
Schwalie et al.Nature.P1	Qpct	Adipose tissue	ENSMUSG00000024084
Schwalie et al.Nature.G2	Gsto1	Adipose tissue	ENSMUSG00000025068
Schwalie et al.Nature.G4	Errfi1	Adipose tissue	ENSMUSG00000028967
Schwalie et al.Nature.G3	Atp6v0e	Adipose tissue	ENSMUSG00000015575
Schwalie et al.Nature.G2	Gpm6b	Adipose tissue	ENSMUSG00000031342
Schwalie et al.Nature.G2	Btg2	Adipose tissue	ENSMUSG00000020423
Schwalie et al.Nature.P2	Col6a1	Adipose tissue	ENSMUSG00000001119
Schwalie et al.Nature.G2	Cald1	Adipose tissue	ENSMUSG00000029761
Schwalie et al.Nature.G2	Col6a2	Adipose tissue	ENSMUSG00000020241
Schwalie et al.Nature.G3	Pim1	Adipose tissue	ENSMUSG00000024014
Schwalie et al.Nature.G4	Atp1a1	Adipose tissue	ENSMUSG00000033161
Schwalie et al.Nature.P2	Dock1	Adipose tissue	ENSMUSG00000058325
Schwalie et al.Nature.G4	Sp110	Adipose tissue	ENSMUSG00000070034
Schwalie et al.Nature.P3	Ank2	Adipose tissue	ENSMUSG00000032826
Schwalie et al.Nature.G1	Islr2	Adipose tissue	ENSMUSG00000051243
Schwalie et al.Nature.G3	Usp53	Adipose tissue	ENSMUSG00000039701
Schwalie et al.Nature.P2	Postn	Adipose tissue	ENSMUSG00000027750
Schwalie et al.Nature.G4	Thbs2	Adipose tissue	ENSMUSG00000023885
Schwalie et al.Nature.P3	Ptch2	Adipose tissue	ENSMUSG00000028681
Schwalie et al.Nature.G2	Noct	Adipose tissue	ENSMUSG00000023087
Schwalie et al.Nature.G2	Igsf3	Adipose tissue	ENSMUSG00000042035
Schwalie et al.Nature.G2	Lama2	Adipose tissue	ENSMUSG00000019899
Schwalie et al.Nature.P1	Rps9	Adipose tissue	ENSMUSG00000006333
Schwalie et al.Nature.G1	Ugdh	Adipose tissue	ENSMUSG00000029201
Schwalie et al.Nature.G3	Apoe	Adipose tissue	ENSMUSG00000002985
Schwalie et al.Nature.P2	Atf3	Adipose tissue	ENSMUSG00000026628
Schwalie et al.Nature.G4	Ppp1r14b	Adipose tissue	ENSMUSG00000056612
Schwalie et al.Nature.G2	Crtap	Adipose tissue	ENSMUSG00000032431
Schwalie et al.Nature.P3	Cryab	Adipose tissue	ENSMUSG00000032060
Schwalie et al.Nature.G4	Rpl11	Adipose tissue	ENSMUSG00000059291
Schwalie et al.Nature.G2	Arid5b	Adipose tissue	ENSMUSG00000019947
Schwalie et al.Nature.P3	Kcnt2	Adipose tissue	ENSMUSG00000052726
Schwalie et al.Nature.P3	Slco2b1	Adipose tissue	ENSMUSG00000030737
Schwalie et al.Nature.P3	Deptor	Adipose tissue	ENSMUSG00000022419
Schwalie et al.Nature.G1	Lsp1	Adipose tissue	ENSMUSG00000018819
Schwalie et al.Nature.P1	Rps15a	Adipose tissue	ENSMUSG00000008683
Schwalie et al.Nature.G1	Zfp385a	Adipose tissue	ENSMUSG00000000552
Schwalie et al.Nature.G4	Tmod1	Adipose tissue	ENSMUSG00000028328
Schwalie et al.Nature.G2	Csnk1a1	Adipose tissue	ENSMUSG00000024576
Schwalie et al.Nature.P1	Cd55	Adipose tissue	ENSMUSG00000026399
Schwalie et al.Nature.G2	Pth1r	Adipose tissue	ENSMUSG00000032492
Schwalie et al.Nature.G1	Cd55	Adipose tissue	ENSMUSG00000026399
Schwalie et al.Nature.P3	Cxcl16	Adipose tissue	ENSMUSG00000018920
Schwalie et al.Nature.P3	Serpina3n	Adipose tissue	ENSMUSG00000021091
Schwalie et al.Nature.G2	Colec12	Adipose tissue	ENSMUSG00000036103
Schwalie et al.Nature.G3	Cstb	Adipose tissue	ENSMUSG00000005054
Schwalie et al.Nature.G2	Pdgfrb	Adipose tissue	ENSMUSG00000024620
Schwalie et al.Nature.P1	Rpl23a	Adipose tissue	ENSMUSG00000058546
Schwalie et al.Nature.P3	Igfbp7	Adipose tissue	ENSMUSG00000036256
Schwalie et al.Nature.G4	Rpl18	Adipose tissue	ENSMUSG00000059070
Schwalie et al.Nature.G4	Psme1	Adipose tissue	ENSMUSG00000022216
Schwalie et al.Nature.P3	Tgfb3	Adipose tissue	ENSMUSG00000021253
Schwalie et al.Nature.G3	Il6st	Adipose tissue	ENSMUSG00000021756
Schwalie et al.Nature.P1	Tmsb4x	Adipose tissue	ENSMUSG00000049775
Schwalie et al.Nature.P1	Slc34a2	Adipose tissue	ENSMUSG00000029188
Schwalie et al.Nature.P1	Pcdh20	Adipose tissue	ENSMUSG00000050505
Schwalie et al.Nature.P3	Fbln1	Adipose tissue	ENSMUSG00000006369
Schwalie et al.Nature.P1	Tmem100	Adipose tissue	ENSMUSG00000069763
Schwalie et al.Nature.G2	Adamts12	Adipose tissue	ENSMUSG00000047497
Schwalie et al.Nature.P3	Ralgps2	Adipose tissue	ENSMUSG00000026594
Schwalie et al.Nature.P1	Marcks	Adipose tissue	ENSMUSG00000069662
Schwalie et al.Nature.P1	Gan	Adipose tissue	ENSMUSG00000052557
Schwalie et al.Nature.G4	Rps10	Adipose tissue	ENSMUSG00000052146
Schwalie et al.Nature.G4	Zbp1	Adipose tissue	ENSMUSG00000027514
Schwalie et al.Nature.G1	Gpc3	Adipose tissue	ENSMUSG00000055653
Schwalie et al.Nature.G1	Ckb	Adipose tissue	ENSMUSG00000001270
Schwalie et al.Nature.P3	Steap4	Adipose tissue	ENSMUSG00000012428
Schwalie et al.Nature.P2	Csad	Adipose tissue	ENSMUSG00000023044
Schwalie et al.Nature.G4	St3gal1	Adipose tissue	ENSMUSG00000013846
Schwalie et al.Nature.P3	Abi3bp	Adipose tissue	ENSMUSG00000035258
Schwalie et al.Nature.G3	Cav1	Adipose tissue	ENSMUSG00000007655
Schwalie et al.Nature.P1	Kcnk5	Adipose tissue	ENSMUSG00000023243
Schwalie et al.Nature.P1	S100a11	Adipose tissue	ENSMUSG00000027907
Schwalie et al.Nature.P3	Gcc1	Adipose tissue	ENSMUSG00000029708
Schwalie et al.Nature.G4	Triobp	Adipose tissue	ENSMUSG00000033088
Schwalie et al.Nature.G3	Hk2	Adipose tissue	ENSMUSG00000000628
Schwalie et al.Nature.G1	Ugp2	Adipose tissue	ENSMUSG00000001891
Schwalie et al.Nature.G1	Ebf1	Adipose tissue	ENSMUSG00000057098
Schwalie et al.Nature.G1	Ebf2	Adipose tissue	ENSMUSG00000022053
Schwalie et al.Nature.G1	Bmp1	Adipose tissue	ENSMUSG00000022098
Schwalie et al.Nature.P3	Ecm1	Adipose tissue	ENSMUSG00000028108
Schwalie et al.Nature.P1	Rps26	Adipose tissue	ENSMUSG00000025362
Schwalie et al.Nature.G4	Lgals9	Adipose tissue	ENSMUSG00000001123
Schwalie et al.Nature.G3	Mmp3	Adipose tissue	ENSMUSG00000043613
Schwalie et al.Nature.G4	Cd164	Adipose tissue	ENSMUSG00000019818
Schwalie et al.Nature.G4	Rps25	Adipose tissue	ENSMUSG00000009927
Schwalie et al.Nature.G3	Srsf7	Adipose tissue	ENSMUSG00000024097
Schwalie et al.Nature.P3	Serpinf1	Adipose tissue	ENSMUSG00000000753
Schwalie et al.Nature.G2	Frem1	Adipose tissue	ENSMUSG00000059049
Schwalie et al.Nature.G3	Dcn	Adipose tissue	ENSMUSG00000019929
Schwalie et al.Nature.P3	Cttnbp2	Adipose tissue	ENSMUSG00000000416
Schwalie et al.Nature.G3	Gsn	Adipose tissue	ENSMUSG00000026879
Schwalie et al.Nature.P2	Pros1	Adipose tissue	ENSMUSG00000022912
Schwalie et al.Nature.P1	Rpl9	Adipose tissue	ENSMUSG00000047215
Endogenic cell	Vwf	Adipose tissue	ENSMUSG00000001930
Schwalie et al.Nature.G4	Pnp2	Adipose tissue	ENSMUSG00000068417
Schwalie et al.Nature.G2	Emilin1	Adipose tissue	ENSMUSG00000029163
Schwalie et al.Nature.G2	Ccnd2	Adipose tissue	ENSMUSG00000000184
Schwalie et al.Nature.G2	Eid1	Adipose tissue	ENSMUSG00000091337
Schwalie et al.Nature.G1	AW551984	Adipose tissue	ENSMUSG00000038112
Schwalie et al.Nature.G1	Limch1	Adipose tissue	ENSMUSG00000037736
Schwalie et al.Nature.P1	Mustn1	Adipose tissue	ENSMUSG00000042485
Schwalie et al.Nature.G4	Gan	Adipose tissue	ENSMUSG00000052557
Schwalie et al.Nature.P1	Gpx3	Adipose tissue	ENSMUSG00000018339
Schwalie et al.Nature.P1	Rps23	Adipose tissue	ENSMUSG00000049517
Schwalie et al.Nature.G1	Prrx1	Adipose tissue	ENSMUSG00000026586
Schwalie et al.Nature.G2	Ddx3x	Adipose tissue	ENSMUSG00000000787
Schwalie et al.Nature.P1	Kank1	Adipose tissue	ENSMUSG00000032702
Schwalie et al.Nature.G3	Gm10925	Adipose tissue	ENSMUSG00000100862
Schwalie et al.Nature.P3	Galnt15	Adipose tissue	ENSMUSG00000021903
Schwalie et al.Nature.G1	Pam	Adipose tissue	ENSMUSG00000026335
Schwalie et al.Nature.P2	Lamb1	Adipose tissue	ENSMUSG00000002900
Schwalie et al.Nature.P1	Crispld1	Adipose tissue	ENSMUSG00000025776
Schwalie et al.Nature.P3	Lamb2	Adipose tissue	ENSMUSG00000052911
Schwalie et al.Nature.P3	Ifitm1	Adipose tissue	ENSMUSG00000025491
Schwalie et al.Nature.G1	Sema3c	Adipose tissue	ENSMUSG00000028780
Schwalie et al.Nature.P2	Ptprs	Adipose tissue	ENSMUSG00000013236
Schwalie et al.Nature.P1	Fez1	Adipose tissue	ENSMUSG00000032118
Schwalie et al.Nature.G2	Col5a3	Adipose tissue	ENSMUSG00000004098
Schwalie et al.Nature.P2	Lpin1	Adipose tissue	ENSMUSG00000020593
Schwalie et al.Nature.P2	Slc5a3	Adipose tissue	ENSMUSG00000089774
Schwalie et al.Nature.G4	Rps18	Adipose tissue	ENSMUSG00000008668
Schwalie et al.Nature.G3	Eif1	Adipose tissue	ENSMUSG00000035530
Schwalie et al.Nature.P3	Ampd3	Adipose tissue	ENSMUSG00000005686
Schwalie et al.Nature.G3	Slc29a1	Adipose tissue	ENSMUSG00000023942
Myogenic cell	Mylpf	Adipose tissue	ENSMUSG00000030672
Schwalie et al.Nature.P3	Meox2	Adipose tissue	ENSMUSG00000036144
Osteogenic cell	Ogn	Adipose tissue	ENSMUSG00000021390
Schwalie et al.Nature.G4	Ifi203	Adipose tissue	ENSMUSG00000039997
Schwalie et al.Nature.G1	Dpt	Adipose tissue	ENSMUSG00000026574
Schwalie et al.Nature.G3	Zhx3	Adipose tissue	ENSMUSG00000035877
Endogenic cell	Mcam	Adipose tissue	ENSMUSG00000032135
Schwalie et al.Nature.P3	Arrb1	Adipose tissue	ENSMUSG00000018909
Schwalie et al.Nature.G1	Cadm3	Adipose tissue	ENSMUSG00000005338
Schwalie et al.Nature.P3	Wfdc1	Adipose tissue	ENSMUSG00000023336
Schwalie et al.Nature.G3	Rspo1	Adipose tissue	ENSMUSG00000028871
Schwalie et al.Nature.G3	Gem	Adipose tissue	ENSMUSG00000028214
Schwalie et al.Nature.G3	Clec11a	Adipose tissue	ENSMUSG00000004473
Schwalie et al.Nature.P3	Cd9	Adipose tissue	ENSMUSG00000030342
Schwalie et al.Nature.P1	Thbs2	Adipose tissue	ENSMUSG00000023885
Schwalie et al.Nature.P2	Eri3	Adipose tissue	ENSMUSG00000033423
Adipogenic cell	Pparg	Adipose tissue	ENSMUSG00000000440
Schwalie et al.Nature.P1	Edn1	Adipose tissue	ENSMUSG00000021367
Schwalie et al.Nature.G1	Edn1	Adipose tissue	ENSMUSG00000021367
Schwalie et al.Nature.G4	Fbln2	Adipose tissue	ENSMUSG00000064080
Schwalie et al.Nature.P1	Car8	Adipose tissue	ENSMUSG00000041261
Schwalie et al.Nature.G4	Irf7	Adipose tissue	ENSMUSG00000025498
Schwalie et al.Nature.P3	Ikbip	Adipose tissue	ENSMUSG00000019975
Schwalie et al.Nature.P3	Rab34	Adipose tissue	ENSMUSG00000002059
Schwalie et al.Nature.G2	Col4a2	Adipose tissue	ENSMUSG00000031503
Schwalie et al.Nature.P2	Hmcn1	Adipose tissue	ENSMUSG00000066842
Schwalie et al.Nature.P2	Plekha6	Adipose tissue	ENSMUSG00000041757
Schwalie et al.Nature.G1	Rpl7a	Adipose tissue	ENSMUSG00000062647
Schwalie et al.Nature.G3	Deptor	Adipose tissue	ENSMUSG00000022419
Schwalie et al.Nature.G2	Plekha6	Adipose tissue	ENSMUSG00000041757
Schwalie et al.Nature.P1	Nhsl1	Adipose tissue	ENSMUSG00000039835
Schwalie et al.Nature.G3	Ldb2	Adipose tissue	ENSMUSG00000039706
Schwalie et al.Nature.G3	Tex264	Adipose tissue	ENSMUSG00000040813
Schwalie et al.Nature.G2	Slit2	Adipose tissue	ENSMUSG00000031558
Schwalie et al.Nature.P1	Zfp385a	Adipose tissue	ENSMUSG00000000552
Schwalie et al.Nature.P2	Cox16	Adipose tissue	ENSMUSG00000091803
Schwalie et al.Nature.P3	Med16	Adipose tissue	ENSMUSG00000013833
Schwalie et al.Nature.P3	Cav2	Adipose tissue	ENSMUSG00000000058
Schwalie et al.Nature.P3	Scarf2	Adipose tissue	ENSMUSG00000012017
Schwalie et al.Nature.G4	Ms4a4d	Adipose tissue	ENSMUSG00000024678
Schwalie et al.Nature.G3	Tspan11	Adipose tissue	ENSMUSG00000030351
Schwalie et al.Nature.G2	Mfap2	Adipose tissue	ENSMUSG00000060572
Schwalie et al.Nature.G2	Fabp4	Adipose tissue	ENSMUSG00000062515
Schwalie et al.Nature.P3	Sms	Adipose tissue	ENSMUSG00000071708
Schwalie et al.Nature.G4	Ackr3	Adipose tissue	ENSMUSG00000044337
Schwalie et al.Nature.G3	Cp	Adipose tissue	ENSMUSG00000003617
Schwalie et al.Nature.G3	Igfbp7	Adipose tissue	ENSMUSG00000036256
Schwalie et al.Nature.G2	Mafb	Adipose tissue	ENSMUSG00000074622
Schwalie et al.Nature.P2	Enpp2	Adipose tissue	ENSMUSG00000022425
Schwalie et al.Nature.G3	Ssbp2	Adipose tissue	ENSMUSG00000003992
Schwalie et al.Nature.G4	Tgfb2	Adipose tissue	ENSMUSG00000039239
Schwalie et al.Nature.P2		Adipose tissue	
Schwalie et al.Nature.G3	Sec61g	Adipose tissue	ENSMUSG00000078974
Schwalie et al.Nature.P3	Serping1	Adipose tissue	ENSMUSG00000023224
Schwalie et al.Nature.G1	Jpt1	Adipose tissue	ENSMUSG00000020737
Schwalie et al.Nature.P2	Tbc1d15	Adipose tissue	ENSMUSG00000020130
Osteogenic cell	Alpl	Adipose tissue	ENSMUSG00000028766
Schwalie et al.Nature.G3	Arhgap15	Adipose tissue	ENSMUSG00000049744
Schwalie et al.Nature.P2	Nup98	Adipose tissue	ENSMUSG00000063550
Schwalie et al.Nature.P1	Pdpn	Adipose tissue	ENSMUSG00000028583
Schwalie et al.Nature.P1	Myh10	Adipose tissue	ENSMUSG00000020900
Schwalie et al.Nature.P2	Ror1	Adipose tissue	ENSMUSG00000035305
Schwalie et al.Nature.G2	Dipk1b	Adipose tissue	ENSMUSG00000036186
Schwalie et al.Nature.G2	Agap1	Adipose tissue	ENSMUSG00000055013
Schwalie et al.Nature.G1	Nova1	Adipose tissue	ENSMUSG00000021047
Schwalie et al.Nature.G1	Galnt16	Adipose tissue	ENSMUSG00000021130
Endogenic cell	Pecam1	Adipose tissue	ENSMUSG00000020717
Schwalie et al.Nature.P1	Galnt16	Adipose tissue	ENSMUSG00000021130
Schwalie et al.Nature.G1	Sptbn1	Adipose tissue	ENSMUSG00000020315
Schwalie et al.Nature.P1	Iqsec1	Adipose tissue	ENSMUSG00000034312
Schwalie et al.Nature.G1	Use1	Adipose tissue	ENSMUSG00000002395
Schwalie et al.Nature.P1	Zyx	Adipose tissue	ENSMUSG00000029860
Schwalie et al.Nature.P1	Ly6c1	Adipose tissue	ENSMUSG00000079018
Schwalie et al.Nature.G1	Calml4	Adipose tissue	ENSMUSG00000032246
Schwalie et al.Nature.P2	Tbx3	Adipose tissue	ENSMUSG00000018604
Schwalie et al.Nature.P2	Phykpl	Adipose tissue	ENSMUSG00000020359
Schwalie et al.Nature.P3	Prnp	Adipose tissue	ENSMUSG00000079037
Schwalie et al.Nature.G3	Fth1	Adipose tissue	ENSMUSG00000024661
Schwalie et al.Nature.P2	Eprs	Adipose tissue	ENSMUSG00000026615
Schwalie et al.Nature.P2	Icam1	Adipose tissue	ENSMUSG00000037405
Schwalie et al.Nature.G1	Adamts5	Adipose tissue	ENSMUSG00000022894
Schwalie et al.Nature.P1	Procr	Adipose tissue	ENSMUSG00000027611
Schwalie et al.Nature.G2	Txndc5	Adipose tissue	ENSMUSG00000038991
Schwalie et al.Nature.G2	Ech1	Adipose tissue	ENSMUSG00000053898
Schwalie et al.Nature.P2	Top1	Adipose tissue	ENSMUSG00000070544
Schwalie et al.Nature.P2	Hmgcr	Adipose tissue	ENSMUSG00000021670
Hematopoietic cell	Ptprc	Adipose tissue	ENSMUSG00000026395
Schwalie et al.Nature.P2	Frem1	Adipose tissue	ENSMUSG00000059049
Schwalie et al.Nature.P2	Sfpq	Adipose tissue	ENSMUSG00000028820
Schwalie et al.Nature.G3	Gdf10	Adipose tissue	ENSMUSG00000021943
Schwalie et al.Nature.P2	H3f3b	Adipose tissue	ENSMUSG00000016559
Schwalie et al.Nature.G2	Lix1l	Adipose tissue	ENSMUSG00000049288
Schwalie et al.Nature.G4	Rplp2	Adipose tissue	ENSMUSG00000025508
Schwalie et al.Nature.G2	Marcksl1	Adipose tissue	ENSMUSG00000047945
Schwalie et al.Nature.G4	Rpl37	Adipose tissue	ENSMUSG00000041841
Schwalie et al.Nature.G3	Myd88	Adipose tissue	ENSMUSG00000032508
Schwalie et al.Nature.G4	Ramp2	Adipose tissue	ENSMUSG00000001240
Schwalie et al.Nature.G2	Eva1b	Adipose tissue	ENSMUSG00000050212
Schwalie et al.Nature.P3	Crispld2	Adipose tissue	ENSMUSG00000031825
Schwalie et al.Nature.G1	Gpc6	Adipose tissue	ENSMUSG00000058571
Schwalie et al.Nature.P2	Srgap3	Adipose tissue	ENSMUSG00000030257
Schwalie et al.Nature.P2	Calu	Adipose tissue	ENSMUSG00000029767
Schwalie et al.Nature.G4	Mrpl33	Adipose tissue	ENSMUSG00000106918
Schwalie et al.Nature.P1	Rps14	Adipose tissue	ENSMUSG00000024608
Schwalie et al.Nature.P1	Ugdh	Adipose tissue	ENSMUSG00000029201
Schwalie et al.Nature.P2	Arhgap17	Adipose tissue	ENSMUSG00000030766
Schwalie et al.Nature.G1	Zfp36l1	Adipose tissue	ENSMUSG00000021127
Schwalie et al.Nature.G2	Nrep	Adipose tissue	ENSMUSG00000042834
Schwalie et al.Nature.G2	Fkbp10	Adipose tissue	ENSMUSG00000001555
Schwalie et al.Nature.G1	Gfpt2	Adipose tissue	ENSMUSG00000020363
Schwalie et al.Nature.G4	Cycs	Adipose tissue	ENSMUSG00000063694
Schwalie et al.Nature.G3	Cyp1b1	Adipose tissue	ENSMUSG00000024087
Schwalie et al.Nature.P2	Col5a3	Adipose tissue	ENSMUSG00000004098
Schwalie et al.Nature.P2	Gpbp1	Adipose tissue	ENSMUSG00000032745
Schwalie et al.Nature.G3	Ier2	Adipose tissue	ENSMUSG00000053560
Schwalie et al.Nature.P3	Armh4	Adipose tissue	ENSMUSG00000036242
Schwalie et al.Nature.G3	Gabra3	Adipose tissue	ENSMUSG00000031343
Schwalie et al.Nature.G1	Zbtb16	Adipose tissue	ENSMUSG00000066687
Schwalie et al.Nature.P1	Rps18	Adipose tissue	ENSMUSG00000008668
Schwalie et al.Nature.G4	Rps19	Adipose tissue	ENSMUSG00000040952
Schwalie et al.Nature.P2	Ier5	Adipose tissue	ENSMUSG00000056708
Schwalie et al.Nature.G2	Col5a2	Adipose tissue	ENSMUSG00000026042
Schwalie et al.Nature.P3	Mpp1	Adipose tissue	ENSMUSG00000031402
Schwalie et al.Nature.G2	Apbb1ip	Adipose tissue	ENSMUSG00000026786
Schwalie et al.Nature.P2	Ermp1	Adipose tissue	ENSMUSG00000046324
Schwalie et al.Nature.P1	Scara3	Adipose tissue	ENSMUSG00000034463
Schwalie et al.Nature.G2	Cotl1	Adipose tissue	ENSMUSG00000031827
Schwalie et al.Nature.P3	Mfap1a	Adipose tissue	ENSMUSG00000068479
Schwalie et al.Nature.G4	Loxl1	Adipose tissue	ENSMUSG00000032334
Schwalie et al.Nature.G4	Spon2	Adipose tissue	ENSMUSG00000037379
Schwalie et al.Nature.G2	Acot7	Adipose tissue	ENSMUSG00000028937
Schwalie et al.Nature.G4	Ifi204	Adipose tissue	ENSMUSG00000073489
Schwalie et al.Nature.G4	Fbxw17	Adipose tissue	ENSMUSG00000037816
Schwalie et al.Nature.G2	Calm3	Adipose tissue	ENSMUSG00000019370
Schwalie et al.Nature.P2	Spry4	Adipose tissue	ENSMUSG00000024427
Schwalie et al.Nature.G1	Tmem100	Adipose tissue	ENSMUSG00000069763
Schwalie et al.Nature.P3	Clec11a	Adipose tissue	ENSMUSG00000004473
Schwalie et al.Nature.P1	Rps4x	Adipose tissue	ENSMUSG00000031320
Schwalie et al.Nature.P2	Pparg	Adipose tissue	ENSMUSG00000000440
Schwalie et al.Nature.P1	Il18	Adipose tissue	ENSMUSG00000039217
Schwalie et al.Nature.G3	Usp25	Adipose tissue	ENSMUSG00000022867
Schwalie et al.Nature.P3	Ltbp4	Adipose tissue	ENSMUSG00000040488
Schwalie et al.Nature.P1	Ace	Adipose tissue	ENSMUSG00000020681
Schwalie et al.Nature.G3	Cisd1	Adipose tissue	ENSMUSG00000037710
Schwalie et al.Nature.P3	Ndrg2	Adipose tissue	ENSMUSG00000004558
Schwalie et al.Nature.P1	Steap3	Adipose tissue	ENSMUSG00000026389
Schwalie et al.Nature.P3	Olfml1	Adipose tissue	ENSMUSG00000051041
